,co,no,no2,o3,so2,pm2_5,pm10,nh3,date_period,date_day,date_month,date_year,name_month,date_hour
240,367.17,0.41,3.86,1.19,0.33,1.27,1.58,0.4,2021-01-11 00:00:00,11,1,2021,January,0
241,363.83,0.02,1.78,5.14,0.25,0.88,0.98,0.33,2021-01-11 01:00:00,11,1,2021,January,1
242,360.49,0.01,1.16,5.72,0.21,0.83,0.89,0.3,2021-01-11 02:00:00,11,1,2021,January,2
243,357.15,0.0,0.92,5.72,0.19,0.84,0.89,0.3,2021-01-11 03:00:00,11,1,2021,January,3
244,353.81,0.01,0.86,5.14,0.18,0.83,0.89,0.33,2021-01-11 04:00:00,11,1,2021,January,4
245,343.8,0.02,0.99,4.02,0.2,0.84,0.91,0.39,2021-01-11 05:00:00,11,1,2021,January,5
246,340.46,0.09,1.39,3.09,0.23,0.88,0.97,0.47,2021-01-11 06:00:00,11,1,2021,January,6
247,350.48,0.75,2.64,2.48,0.36,1.07,1.23,0.51,2021-01-11 07:00:00,11,1,2021,January,7
248,370.5,1.72,3.98,9.66,0.44,1.24,1.46,0.46,2021-01-11 08:00:00,11,1,2021,January,8
249,367.17,0.96,3.6,26.11,0.38,1.16,1.38,0.46,2021-01-11 09:00:00,11,1,2021,January,9
250,360.49,0.18,0.81,23.25,0.15,0.5,0.58,0.27,2021-01-11 10:00:00,11,1,2021,January,10
251,360.49,0.12,0.56,23.6,0.13,0.5,0.56,0.26,2021-01-11 11:00:00,11,1,2021,January,11
252,363.83,0.1,0.5,24.68,0.13,0.5,0.56,0.26,2021-01-11 12:00:00,11,1,2021,January,12
253,367.17,0.08,0.44,24.32,0.11,0.5,0.55,0.27,2021-01-11 13:00:00,11,1,2021,January,13
254,367.17,0.07,0.53,23.25,0.1,0.5,0.55,0.32,2021-01-11 14:00:00,11,1,2021,January,14
255,363.83,0.05,0.68,22.35,0.11,0.5,0.54,0.36,2021-01-11 15:00:00,11,1,2021,January,15
256,363.83,0.04,0.93,19.49,0.12,0.5,0.54,0.4,2021-01-11 16:00:00,11,1,2021,January,16
257,363.83,0.05,1.54,16.99,0.14,0.5,0.55,0.44,2021-01-11 17:00:00,11,1,2021,January,17
258,370.5,0.04,2.42,15.2,0.19,0.5,0.56,0.48,2021-01-11 18:00:00,11,1,2021,January,18
259,387.19,0.02,4.93,12.52,0.4,0.74,0.86,0.61,2021-01-11 19:00:00,11,1,2021,January,19
260,407.22,0.05,7.45,9.21,0.61,1.11,1.32,0.72,2021-01-11 20:00:00,11,1,2021,January,20
261,407.22,0.07,7.88,7.06,0.67,1.29,1.58,0.83,2021-01-11 21:00:00,11,1,2021,January,21
262,400.54,0.09,7.28,5.81,0.67,1.37,1.7,0.82,2021-01-11 22:00:00,11,1,2021,January,22
263,390.53,0.12,6.34,4.87,0.55,1.3,1.62,0.66,2021-01-11 23:00:00,11,1,2021,January,23
264,367.17,0.09,4.63,4.25,0.37,1.02,1.27,0.53,2021-01-12 00:00:00,12,1,2021,January,0
265,337.12,0.04,2.46,3.8,0.22,0.67,0.86,0.47,2021-01-12 01:00:00,12,1,2021,January,1
266,320.44,0.02,1.48,3.53,0.19,0.54,0.68,0.42,2021-01-12 02:00:00,12,1,2021,January,2
267,320.44,0.02,1.17,3.62,0.2,0.53,0.66,0.39,2021-01-12 03:00:00,12,1,2021,January,3
268,320.44,0.01,1.04,3.71,0.2,0.56,0.67,0.38,2021-01-12 04:00:00,12,1,2021,January,4
269,320.44,0.03,1.07,3.26,0.2,0.59,0.7,0.38,2021-01-12 05:00:00,12,1,2021,January,5
270,317.1,0.09,1.3,2.66,0.21,0.61,0.74,0.41,2021-01-12 06:00:00,12,1,2021,January,6
271,327.11,0.62,2.29,1.79,0.3,0.74,0.92,0.41,2021-01-12 07:00:00,12,1,2021,January,7
272,343.8,1.82,3.3,2.26,0.38,0.87,1.11,0.44,2021-01-12 08:00:00,12,1,2021,January,8
273,343.8,1.62,3.98,6.8,0.37,0.88,1.14,0.54,2021-01-12 09:00:00,12,1,2021,January,9
274,337.12,0.16,1.34,11.98,0.15,0.5,0.59,0.44,2021-01-12 10:00:00,12,1,2021,January,10
275,337.12,0.08,1.01,12.34,0.13,0.5,0.57,0.41,2021-01-12 11:00:00,12,1,2021,January,11
276,337.12,0.06,0.99,12.34,0.13,0.5,0.56,0.42,2021-01-12 12:00:00,12,1,2021,January,12
277,333.79,0.05,0.9,11.62,0.11,0.5,0.55,0.41,2021-01-12 13:00:00,12,1,2021,January,13
278,337.12,0.05,0.95,10.91,0.11,0.5,0.54,0.41,2021-01-12 14:00:00,12,1,2021,January,14
279,337.12,0.06,1.08,10.46,0.12,0.5,0.54,0.39,2021-01-12 15:00:00,12,1,2021,January,15
280,337.12,0.08,1.37,9.66,0.15,0.5,0.55,0.39,2021-01-12 16:00:00,12,1,2021,January,16
281,340.46,0.09,2.14,8.67,0.19,0.5,0.56,0.42,2021-01-12 17:00:00,12,1,2021,January,17
282,347.14,0.08,3.04,7.42,0.24,0.5,0.57,0.47,2021-01-12 18:00:00,12,1,2021,January,18
283,370.5,0.24,6.08,4.65,0.45,0.76,0.91,0.63,2021-01-12 19:00:00,12,1,2021,January,19
284,397.21,0.66,9.0,1.77,0.67,1.24,1.52,0.68,2021-01-12 20:00:00,12,1,2021,January,20
285,407.22,1.06,9.6,0.68,0.72,1.62,2.0,0.57,2021-01-12 21:00:00,12,1,2021,January,21
286,400.54,1.13,8.91,0.61,0.68,1.83,2.29,0.47,2021-01-12 22:00:00,12,1,2021,January,22
287,380.52,0.98,7.45,0.77,0.57,1.84,2.34,0.43,2021-01-12 23:00:00,12,1,2021,January,23
288,360.49,0.66,5.91,0.98,0.4,1.67,2.14,0.41,2021-01-13 00:00:00,13,1,2021,January,0
289,340.46,0.29,4.54,1.19,0.3,1.5,1.91,0.43,2021-01-13 01:00:00,13,1,2021,January,1
290,323.77,0.13,3.17,1.26,0.27,1.41,1.77,0.47,2021-01-13 02:00:00,13,1,2021,January,2
291,310.42,0.09,2.14,1.22,0.26,1.33,1.65,0.54,2021-01-13 03:00:00,13,1,2021,January,3
292,300.41,0.11,1.61,1.04,0.27,1.29,1.6,0.63,2021-01-13 04:00:00,13,1,2021,January,4
293,293.73,0.24,1.52,0.7,0.28,1.33,1.64,0.74,2021-01-13 05:00:00,13,1,2021,January,5
294,293.73,0.87,1.67,0.35,0.32,1.44,1.72,0.88,2021-01-13 06:00:00,13,1,2021,January,6
295,320.44,4.02,1.86,0.32,0.52,1.75,2.14,0.89,2021-01-13 07:00:00,13,1,2021,January,7
296,380.52,9.16,3.81,2.82,0.63,2.25,2.83,0.67,2021-01-13 08:00:00,13,1,2021,January,8
297,397.21,6.48,8.14,16.63,0.58,2.33,2.9,0.63,2021-01-13 09:00:00,13,1,2021,January,9
298,350.48,0.22,1.03,19.13,0.23,0.8,0.89,0.34,2021-01-13 10:00:00,13,1,2021,January,10
299,353.81,0.1,0.64,18.42,0.18,0.72,0.79,0.34,2021-01-13 11:00:00,13,1,2021,January,11
300,353.81,0.06,0.64,17.7,0.18,0.74,0.79,0.35,2021-01-13 12:00:00,13,1,2021,January,12
301,353.81,0.04,0.75,16.27,0.18,0.74,0.79,0.34,2021-01-13 13:00:00,13,1,2021,January,13
302,357.15,0.06,0.94,16.09,0.19,0.79,0.83,0.36,2021-01-13 14:00:00,13,1,2021,January,14
303,357.15,0.08,1.13,16.27,0.22,0.79,0.84,0.37,2021-01-13 15:00:00,13,1,2021,January,15
304,360.49,0.09,1.48,16.63,0.24,0.81,0.87,0.4,2021-01-13 16:00:00,13,1,2021,January,16
305,363.83,0.09,2.19,16.45,0.28,0.84,0.91,0.45,2021-01-13 17:00:00,13,1,2021,January,17
306,367.17,0.05,2.96,14.84,0.31,0.86,0.95,0.51,2021-01-13 18:00:00,13,1,2021,January,18
307,393.87,0.19,6.86,8.14,0.52,1.16,1.34,0.78,2021-01-13 19:00:00,13,1,2021,January,19
308,427.25,0.96,9.85,2.1,0.73,1.67,2.01,0.87,2021-01-13 20:00:00,13,1,2021,January,20
309,440.6,2.29,9.34,0.34,0.77,2.06,2.55,0.74,2021-01-13 21:00:00,13,1,2021,January,21
310,433.92,3.49,7.11,0.1,0.73,2.23,2.81,0.64,2021-01-13 22:00:00,13,1,2021,January,22
311,410.56,4.02,4.84,0.07,0.6,1.98,2.53,0.53,2021-01-13 23:00:00,13,1,2021,January,23
312,377.18,3.24,3.21,0.12,0.4,1.43,1.84,0.45,2021-01-14 00:00:00,14,1,2021,January,0
313,343.8,1.16,2.38,0.43,0.28,0.87,1.12,0.39,2021-01-14 01:00:00,14,1,2021,January,1
314,327.11,0.26,1.84,0.94,0.25,0.69,0.85,0.36,2021-01-14 02:00:00,14,1,2021,January,2
315,320.44,0.07,1.34,1.4,0.25,0.7,0.83,0.35,2021-01-14 03:00:00,14,1,2021,January,3
316,317.1,0.05,1.1,1.59,0.25,0.8,0.92,0.36,2021-01-14 04:00:00,14,1,2021,January,4
317,313.76,0.08,1.16,1.54,0.26,0.92,1.04,0.38,2021-01-14 05:00:00,14,1,2021,January,5
318,313.76,0.22,1.52,1.31,0.29,1.07,1.22,0.43,2021-01-14 06:00:00,14,1,2021,January,6
319,330.45,1.17,2.38,0.89,0.41,1.32,1.54,0.46,2021-01-14 07:00:00,14,1,2021,January,7
320,357.15,2.65,3.94,1.68,0.51,1.53,1.81,0.49,2021-01-14 08:00:00,14,1,2021,January,8
321,367.17,1.68,5.48,7.42,0.53,1.51,1.8,0.55,2021-01-14 09:00:00,14,1,2021,January,9
322,343.8,0.12,1.27,12.88,0.19,0.6,0.67,0.27,2021-01-14 10:00:00,14,1,2021,January,10
323,343.8,0.06,0.79,12.16,0.14,0.5,0.55,0.23,2021-01-14 11:00:00,14,1,2021,January,11
324,343.8,0.05,0.79,11.09,0.14,0.5,0.54,0.21,2021-01-14 12:00:00,14,1,2021,January,12
325,343.8,0.06,1.06,10.64,0.17,0.5,0.54,0.23,2021-01-14 13:00:00,14,1,2021,January,13
326,347.14,0.11,1.5,11.44,0.21,0.5,0.55,0.28,2021-01-14 14:00:00,14,1,2021,January,14
327,350.48,0.15,1.8,12.7,0.25,0.5,0.56,0.3,2021-01-14 15:00:00,14,1,2021,January,15
328,353.81,0.15,2.19,13.41,0.27,0.5,0.56,0.33,2021-01-14 16:00:00,14,1,2021,January,16
329,357.15,0.12,2.83,12.16,0.29,0.53,0.6,0.35,2021-01-14 17:00:00,14,1,2021,January,17
330,360.49,0.06,3.3,9.92,0.31,0.54,0.61,0.37,2021-01-14 18:00:00,14,1,2021,January,18
331,370.5,0.16,5.06,5.63,0.44,0.71,0.85,0.52,2021-01-14 19:00:00,14,1,2021,January,19
332,380.52,0.5,6.17,2.33,0.57,0.96,1.21,0.59,2021-01-14 20:00:00,14,1,2021,January,20
333,377.18,0.87,5.91,1.04,0.58,1.11,1.45,0.52,2021-01-14 21:00:00,14,1,2021,January,21
334,367.17,1.15,4.8,0.65,0.54,1.15,1.49,0.43,2021-01-14 22:00:00,14,1,2021,January,22
335,357.15,1.34,3.9,0.45,0.48,1.14,1.44,0.41,2021-01-14 23:00:00,14,1,2021,January,23
336,350.48,1.17,3.34,0.38,0.39,1.08,1.31,0.42,2021-01-15 00:00:00,15,1,2021,January,0
337,337.12,0.45,2.96,0.63,0.33,0.94,1.1,0.41,2021-01-15 01:00:00,15,1,2021,January,1
338,327.11,0.13,2.49,0.86,0.3,0.85,0.98,0.38,2021-01-15 02:00:00,15,1,2021,January,2
339,320.44,0.06,1.8,1.04,0.27,0.76,0.86,0.35,2021-01-15 03:00:00,15,1,2021,January,3
340,310.42,0.15,1.5,0.69,0.24,0.79,0.9,0.44,2021-01-15 04:00:00,15,1,2021,January,4
341,300.41,0.49,1.5,0.25,0.26,0.92,1.07,0.63,2021-01-15 05:00:00,15,1,2021,January,5
342,300.41,1.48,1.5,0.06,0.35,1.09,1.28,0.96,2021-01-15 06:00:00,15,1,2021,January,6
343,330.45,5.42,1.61,0.02,0.61,1.53,1.86,1.24,2021-01-15 07:00:00,15,1,2021,January,7
344,410.56,14.31,2.23,0.09,0.75,2.36,2.92,0.86,2021-01-15 08:00:00,15,1,2021,January,8
345,487.33,21.46,3.13,0.11,0.71,3.04,3.72,0.59,2021-01-15 09:00:00,15,1,2021,January,9
346,330.45,1.09,3.56,2.59,0.31,0.78,0.9,0.27,2021-01-15 10:00:00,15,1,2021,January,10
347,323.77,0.24,2.64,6.26,0.25,0.53,0.62,0.24,2021-01-15 11:00:00,15,1,2021,January,11
348,323.77,0.19,2.04,9.74,0.23,0.5,0.59,0.25,2021-01-15 12:00:00,15,1,2021,January,12
349,323.77,0.17,1.71,13.23,0.22,0.5,0.58,0.26,2021-01-15 13:00:00,15,1,2021,January,13
350,323.77,0.15,1.65,14.84,0.22,0.5,0.57,0.27,2021-01-15 14:00:00,15,1,2021,January,14
351,327.11,0.14,1.54,14.31,0.21,0.5,0.57,0.27,2021-01-15 15:00:00,15,1,2021,January,15
352,330.45,0.15,1.84,13.41,0.22,0.5,0.56,0.29,2021-01-15 16:00:00,15,1,2021,January,16
353,337.12,0.15,2.96,12.34,0.25,0.5,0.57,0.35,2021-01-15 17:00:00,15,1,2021,January,17
354,340.46,0.09,4.16,9.92,0.28,0.5,0.58,0.39,2021-01-15 18:00:00,15,1,2021,January,18
355,343.8,0.04,5.06,7.6,0.34,0.5,0.6,0.42,2021-01-15 19:00:00,15,1,2021,January,19
356,347.14,0.03,5.74,6.62,0.4,0.62,0.75,0.42,2021-01-15 20:00:00,15,1,2021,January,20
357,343.8,0.02,5.66,6.8,0.39,0.74,0.88,0.38,2021-01-15 21:00:00,15,1,2021,January,21
358,343.8,0.02,5.91,6.44,0.45,0.95,1.14,0.39,2021-01-15 22:00:00,15,1,2021,January,22
359,353.81,0.05,6.77,4.56,0.53,1.14,1.4,0.4,2021-01-15 23:00:00,15,1,2021,January,23
360,350.48,0.08,6.08,2.53,0.45,1.04,1.31,0.36,2021-01-16 00:00:00,16,1,2021,January,0
361,327.11,0.07,3.81,1.27,0.31,0.71,0.9,0.33,2021-01-16 01:00:00,16,1,2021,January,1
362,307.08,0.07,2.36,0.79,0.25,0.53,0.67,0.33,2021-01-16 02:00:00,16,1,2021,January,2
363,297.07,0.07,1.78,0.59,0.24,0.5,0.62,0.37,2021-01-16 03:00:00,16,1,2021,January,3
364,293.73,0.07,1.59,0.53,0.24,0.5,0.61,0.41,2021-01-16 04:00:00,16,1,2021,January,4
365,293.73,0.09,1.54,0.58,0.26,0.51,0.6,0.44,2021-01-16 05:00:00,16,1,2021,January,5
366,293.73,0.15,1.52,0.7,0.28,0.51,0.59,0.46,2021-01-16 06:00:00,16,1,2021,January,6
367,303.75,0.41,1.59,0.87,0.29,0.51,0.59,0.4,2021-01-16 07:00:00,16,1,2021,January,7
368,317.1,0.74,2.29,1.01,0.31,0.55,0.65,0.35,2021-01-16 08:00:00,16,1,2021,January,8
369,323.77,0.38,2.91,3.53,0.31,0.58,0.68,0.31,2021-01-16 09:00:00,16,1,2021,January,9
370,323.77,0.21,2.06,8.67,0.27,0.54,0.62,0.25,2021-01-16 10:00:00,16,1,2021,January,10
371,323.77,0.16,1.63,13.41,0.26,0.53,0.6,0.24,2021-01-16 11:00:00,16,1,2021,January,11
372,323.77,0.13,1.37,16.81,0.25,0.51,0.58,0.24,2021-01-16 12:00:00,16,1,2021,January,12
373,320.44,0.1,1.03,15.38,0.2,0.5,0.55,0.21,2021-01-16 13:00:00,16,1,2021,January,13
374,317.1,0.09,0.94,13.05,0.18,0.5,0.55,0.21,2021-01-16 14:00:00,16,1,2021,January,14
375,320.44,0.08,1.03,12.7,0.19,0.5,0.55,0.23,2021-01-16 15:00:00,16,1,2021,January,15
376,340.46,0.25,3.81,10.46,0.3,0.53,0.62,0.48,2021-01-16 16:00:00,16,1,2021,January,16
377,387.19,0.59,8.74,6.97,0.45,0.99,1.15,0.74,2021-01-16 17:00:00,16,1,2021,January,17
378,440.6,1.27,13.54,3.22,0.61,1.54,1.77,0.96,2021-01-16 18:00:00,16,1,2021,January,18
379,480.65,2.21,15.94,0.79,0.83,2.15,2.46,1.19,2021-01-16 19:00:00,16,1,2021,January,19
380,487.33,2.71,14.4,0.29,0.84,2.49,2.86,1.08,2021-01-16 20:00:00,16,1,2021,January,20
381,453.95,2.26,11.48,0.27,0.69,2.41,2.81,0.87,2021-01-16 21:00:00,16,1,2021,January,21
382,427.25,2.52,8.14,0.15,0.61,2.33,2.82,0.83,2021-01-16 22:00:00,16,1,2021,January,22
383,423.91,4.19,6.17,0.02,0.6,2.58,3.21,0.93,2021-01-16 23:00:00,16,1,2021,January,23
384,417.23,5.36,5.18,0.02,0.49,2.76,3.45,1.01,2021-01-17 00:00:00,17,1,2021,January,0
385,387.19,4.64,4.54,0.03,0.36,2.56,3.2,0.97,2021-01-17 01:00:00,17,1,2021,January,1
386,353.81,3.3,3.77,0.04,0.25,2.29,2.82,0.67,2021-01-17 02:00:00,17,1,2021,January,2
387,323.77,1.96,3.13,0.08,0.21,2.02,2.44,0.48,2021-01-17 03:00:00,17,1,2021,January,3
388,303.75,0.08,2.87,1.29,0.29,1.23,1.4,0.46,2021-01-17 04:00:00,17,1,2021,January,4
389,290.39,0.02,1.82,1.4,0.26,0.94,1.06,0.46,2021-01-17 05:00:00,17,1,2021,January,5
390,287.06,0.05,1.59,1.31,0.28,0.86,0.96,0.54,2021-01-17 06:00:00,17,1,2021,January,6
391,293.73,0.23,2.19,1.24,0.36,0.93,1.06,0.59,2021-01-17 07:00:00,17,1,2021,January,7
392,307.08,0.64,2.96,3.31,0.43,1.01,1.17,0.56,2021-01-17 08:00:00,17,1,2021,January,8
393,313.76,0.55,3.0,11.8,0.44,1.04,1.21,0.56,2021-01-17 09:00:00,17,1,2021,January,9
394,300.41,0.12,1.78,12.52,0.28,0.7,0.81,0.4,2021-01-17 10:00:00,17,1,2021,January,10
395,283.72,0.06,1.25,9.84,0.2,0.51,0.6,0.32,2021-01-17 11:00:00,17,1,2021,January,11
396,273.71,0.04,1.03,9.03,0.17,0.5,0.58,0.3,2021-01-17 12:00:00,17,1,2021,January,12
397,267.03,0.04,0.99,9.21,0.16,0.5,0.57,0.29,2021-01-17 13:00:00,17,1,2021,January,13
398,267.03,0.05,1.04,9.74,0.16,0.5,0.56,0.28,2021-01-17 14:00:00,17,1,2021,January,14
399,260.35,0.06,1.02,10.46,0.15,0.5,0.56,0.29,2021-01-17 15:00:00,17,1,2021,January,15
400,260.35,0.07,1.18,11.09,0.16,0.5,0.56,0.33,2021-01-17 16:00:00,17,1,2021,January,16
401,263.69,0.08,1.82,11.0,0.2,0.5,0.57,0.4,2021-01-17 17:00:00,17,1,2021,January,17
402,267.03,0.05,2.59,10.19,0.24,0.5,0.58,0.48,2021-01-17 18:00:00,17,1,2021,January,18
403,290.39,0.12,5.66,6.62,0.41,0.69,0.85,0.71,2021-01-17 19:00:00,17,1,2021,January,19
404,313.76,0.39,8.74,2.84,0.58,1.11,1.39,0.85,2021-01-17 20:00:00,17,1,2021,January,20
405,317.1,0.64,8.82,1.21,0.57,1.31,1.7,0.79,2021-01-17 21:00:00,17,1,2021,January,21
406,317.1,1.4,8.05,0.39,0.6,1.59,2.07,0.9,2021-01-17 22:00:00,17,1,2021,January,22
407,333.79,2.99,7.28,0.06,0.69,2.02,2.61,1.3,2021-01-17 23:00:00,17,1,2021,January,23
408,337.12,4.19,6.43,0.02,0.73,2.33,2.96,1.84,2021-01-18 00:00:00,18,1,2021,January,0
409,327.11,4.41,5.83,0.01,0.77,2.39,3.0,2.57,2021-01-18 01:00:00,18,1,2021,January,1
410,310.42,4.19,5.01,0.01,0.77,2.38,2.96,2.88,2021-01-18 02:00:00,18,1,2021,January,2
411,290.39,3.55,4.16,0.01,0.72,2.34,2.86,2.63,2021-01-18 03:00:00,18,1,2021,January,3
412,277.04,2.04,3.94,0.05,0.62,2.14,2.49,1.93,2021-01-18 04:00:00,18,1,2021,January,4
413,267.03,1.24,3.86,0.1,0.48,2.0,2.25,1.19,2021-01-18 05:00:00,18,1,2021,January,5
414,257.02,0.91,3.86,0.3,0.39,1.85,2.04,0.63,2021-01-18 06:00:00,18,1,2021,January,6
415,233.65,0.09,2.23,4.83,0.25,0.85,0.95,0.25,2021-01-18 07:00:00,18,1,2021,January,7
416,233.65,0.13,2.49,5.81,0.26,0.66,0.76,0.24,2021-01-18 08:00:00,18,1,2021,January,8
417,236.99,0.21,3.0,7.42,0.3,0.69,0.8,0.27,2021-01-18 09:00:00,18,1,2021,January,9
418,236.99,0.19,2.46,11.8,0.29,0.63,0.74,0.26,2021-01-18 10:00:00,18,1,2021,January,10
419,233.65,0.15,1.89,15.91,0.28,0.55,0.65,0.25,2021-01-18 11:00:00,18,1,2021,January,11
420,233.65,0.12,1.59,19.13,0.29,0.52,0.61,0.27,2021-01-18 12:00:00,18,1,2021,January,12
421,226.97,0.08,1.31,20.74,0.24,0.5,0.58,0.24,2021-01-18 13:00:00,18,1,2021,January,13
422,223.64,0.08,1.32,21.28,0.25,0.5,0.57,0.25,2021-01-18 14:00:00,18,1,2021,January,14
423,223.64,0.07,1.26,19.85,0.25,0.5,0.57,0.27,2021-01-18 15:00:00,18,1,2021,January,15
424,220.3,0.05,1.35,17.35,0.24,0.5,0.57,0.29,2021-01-18 16:00:00,18,1,2021,January,16
425,220.3,0.02,1.89,14.84,0.24,0.5,0.58,0.35,2021-01-18 17:00:00,18,1,2021,January,17
426,216.96,0.01,2.29,12.7,0.23,0.5,0.59,0.4,2021-01-18 18:00:00,18,1,2021,January,18
427,257.02,0.89,7.28,4.83,0.5,0.76,1.02,0.69,2021-01-18 19:00:00,18,1,2021,January,19
428,310.42,4.14,8.74,0.32,0.76,1.46,1.97,0.84,2021-01-18 20:00:00,18,1,2021,January,20
429,340.46,7.94,7.28,0.02,0.95,2.05,2.77,1.19,2021-01-18 21:00:00,18,1,2021,January,21
430,363.83,10.95,6.08,0.01,1.18,2.59,3.49,1.65,2021-01-18 22:00:00,18,1,2021,January,22
431,363.83,12.18,4.67,0.01,0.92,2.86,3.81,1.12,2021-01-18 23:00:00,18,1,2021,January,23
432,333.79,10.28,3.81,0.02,0.51,2.53,3.31,0.63,2021-01-19 00:00:00,19,1,2021,January,0
433,257.02,3.24,4.24,0.2,0.35,1.44,1.87,0.49,2021-01-19 01:00:00,19,1,2021,January,1
434,223.64,1.19,3.34,0.33,0.29,1.01,1.35,0.48,2021-01-19 02:00:00,19,1,2021,January,2
435,205.28,0.48,2.55,0.49,0.28,0.85,1.14,0.51,2021-01-19 03:00:00,19,1,2021,January,3
436,195.27,0.25,2.06,0.61,0.28,0.81,1.03,0.54,2021-01-19 04:00:00,19,1,2021,January,4
437,193.6,0.24,1.97,0.65,0.31,0.84,1.03,0.56,2021-01-19 05:00:00,19,1,2021,January,5
438,196.93,0.41,2.34,0.65,0.39,0.95,1.11,0.63,2021-01-19 06:00:00,19,1,2021,January,6
439,213.62,1.16,3.21,0.92,0.56,1.16,1.36,0.7,2021-01-19 07:00:00,19,1,2021,January,7
440,243.66,2.79,4.41,5.9,0.67,1.47,1.75,0.6,2021-01-19 08:00:00,19,1,2021,January,8
441,270.37,2.01,6.43,32.54,0.72,1.85,2.19,0.55,2021-01-19 09:00:00,19,1,2021,January,9
442,236.99,0.34,1.71,40.41,0.4,1.0,1.16,0.32,2021-01-19 10:00:00,19,1,2021,January,10
443,233.65,0.16,0.94,42.56,0.34,0.87,1.05,0.33,2021-01-19 11:00:00,19,1,2021,January,11
444,230.31,0.12,0.72,39.34,0.3,0.86,1.09,0.35,2021-01-19 12:00:00,19,1,2021,January,12
445,226.97,0.1,0.54,31.11,0.21,0.85,1.19,0.32,2021-01-19 13:00:00,19,1,2021,January,13
446,223.64,0.1,0.47,26.46,0.15,0.92,1.36,0.3,2021-01-19 14:00:00,19,1,2021,January,14
447,220.3,0.1,0.44,24.32,0.12,0.96,1.4,0.29,2021-01-19 15:00:00,19,1,2021,January,15
448,223.64,0.12,0.54,24.32,0.12,0.98,1.41,0.31,2021-01-19 16:00:00,19,1,2021,January,16
449,226.97,0.17,0.86,24.32,0.14,1.01,1.44,0.34,2021-01-19 17:00:00,19,1,2021,January,17
450,230.31,0.16,1.27,23.25,0.16,1.05,1.5,0.38,2021-01-19 18:00:00,19,1,2021,January,18
451,247.0,0.07,3.73,15.56,0.36,1.27,1.82,0.64,2021-01-19 19:00:00,19,1,2021,January,19
452,260.35,0.08,5.1,8.67,0.54,1.52,2.18,0.9,2021-01-19 20:00:00,19,1,2021,January,20
453,257.02,0.13,4.54,6.35,0.54,1.59,2.3,0.91,2021-01-19 21:00:00,19,1,2021,January,21
454,250.34,0.2,3.81,5.19,0.5,1.59,2.3,0.71,2021-01-19 22:00:00,19,1,2021,January,22
455,247.0,0.45,3.94,3.26,0.45,1.67,2.36,0.54,2021-01-19 23:00:00,19,1,2021,January,23
456,243.66,0.68,3.9,1.74,0.34,1.69,2.33,0.48,2021-01-20 00:00:00,20,1,2021,January,0
457,230.31,0.5,3.26,1.27,0.26,1.58,2.14,0.48,2021-01-20 01:00:00,20,1,2021,January,1
458,213.62,0.22,2.38,1.39,0.24,1.45,1.89,0.42,2021-01-20 02:00:00,20,1,2021,January,2
459,203.61,0.08,1.71,1.77,0.24,1.36,1.72,0.36,2021-01-20 03:00:00,20,1,2021,January,3
460,201.94,0.03,1.33,2.75,0.26,1.29,1.56,0.33,2021-01-20 04:00:00,20,1,2021,January,4
461,203.61,0.03,1.3,2.79,0.27,1.27,1.49,0.33,2021-01-20 05:00:00,20,1,2021,January,5
462,208.62,0.06,1.46,2.86,0.28,1.27,1.46,0.37,2021-01-20 06:00:00,20,1,2021,January,6
463,226.97,0.23,2.16,3.62,0.35,1.32,1.5,0.4,2021-01-20 07:00:00,20,1,2021,January,7
464,243.66,0.81,3.13,10.1,0.45,1.46,1.67,0.44,2021-01-20 08:00:00,20,1,2021,January,8
465,257.02,0.79,3.64,30.4,0.51,1.75,1.99,0.48,2021-01-20 09:00:00,20,1,2021,January,9
466,250.34,0.31,1.65,33.98,0.35,1.36,1.55,0.36,2021-01-20 10:00:00,20,1,2021,January,10
467,247.0,0.17,1.08,34.69,0.32,1.18,1.37,0.35,2021-01-20 11:00:00,20,1,2021,January,11
468,243.66,0.13,0.94,35.05,0.32,1.12,1.31,0.38,2021-01-20 12:00:00,20,1,2021,January,12
469,243.66,0.1,0.83,32.54,0.28,1.03,1.21,0.34,2021-01-20 13:00:00,20,1,2021,January,13
470,243.66,0.08,0.86,28.61,0.25,0.98,1.15,0.32,2021-01-20 14:00:00,20,1,2021,January,14
471,243.66,0.06,0.93,23.25,0.24,0.93,1.1,0.31,2021-01-20 15:00:00,20,1,2021,January,15
472,243.66,0.08,1.01,19.13,0.21,0.91,1.06,0.31,2021-01-20 16:00:00,20,1,2021,January,16
473,243.66,0.16,1.26,18.77,0.21,0.92,1.07,0.34,2021-01-20 17:00:00,20,1,2021,January,17
474,247.0,0.18,1.63,18.06,0.23,0.94,1.1,0.38,2021-01-20 18:00:00,20,1,2021,January,18
475,273.71,0.24,5.31,9.66,0.43,1.3,1.57,0.68,2021-01-20 19:00:00,20,1,2021,January,19
476,303.75,0.94,7.71,2.33,0.63,1.82,2.29,0.84,2021-01-20 20:00:00,20,1,2021,January,20
477,307.08,2.07,7.2,0.46,0.64,2.13,2.77,0.74,2021-01-20 21:00:00,20,1,2021,January,21
478,300.41,2.93,5.66,0.14,0.62,2.28,3.03,0.63,2021-01-20 22:00:00,20,1,2021,January,22
479,287.06,3.74,4.16,0.06,0.54,2.31,3.1,0.58,2021-01-20 23:00:00,20,1,2021,January,23
